maintenance_id,equipment_id,worker_id,type,description,status,scheduled_date,completed_date
MNT-1510,EQ-MW-5,W-205,EMERGENCY,Standard checks on Maintenance Workshop Storage Tank 5.,SCHEDULED,2026-07-06T11:41:13.789862,
MNT-1511,EQ-COB-5,W-164,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,COMPLETED,2026-07-06T03:31:13.789862,2026-07-06T05:31:13.789862
MNT-1512,EQ-CR-4,W-43,CORRECTIVE,Standard checks on Control Room Hub Valve Block 4.,SCHEDULED,2026-07-06T11:01:13.789862,
MNT-1513,EQ-WH-4,W-247,EMERGENCY,Standard checks on Warehouse Logistics Turbine Generator 4.,SCHEDULED,2026-07-05T07:31:13.789862,
MNT-1514,EQ-GS-2,W-82,CORRECTIVE,Standard checks on Gas Storage Facility Conveyor Belt 2.,OVERDUE,2026-07-09T17:51:13.789862,
MNT-1515,EQ-MW-4,W-32,EMERGENCY,Standard checks on Maintenance Workshop Preheater 4.,SCHEDULED,2026-07-08T19:01:13.789862,
MNT-1516,EQ-CS-1,W-189,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 1.,COMPLETED,2026-07-08T20:21:13.789862,2026-07-08T22:21:13.789862
MNT-1517,EQ-BH-1,W-64,CORRECTIVE,Standard checks on Boiler House Storage Tank 1.,SCHEDULED,2026-07-02T02:46:13.789862,
MNT-1518,EQ-GS-5,W-222,CORRECTIVE,Standard checks on Gas Storage Facility Valve Block 5.,SCHEDULED,2026-07-05T10:41:13.789862,
MNT-1519,EQ-RMH-6,W-184,EMERGENCY,Standard checks on Raw Material Handling Preheater 6.,COMPLETED,2026-07-03T11:51:13.789862,2026-07-03T15:51:13.789862
MNT-1520,EQ-UA-6,W-218,PREVENTIVE,Standard checks on Utilities Area Extractor Fan 6.,OVERDUE,2026-07-10T02:46:13.789862,
MNT-1521,EQ-BF-5,W-147,PREVENTIVE,Standard checks on Blast Furnace Turbine Generator 5.,OVERDUE,2026-07-04T07:36:13.789862,
MNT-1522,EQ-BF-4,W-15,EMERGENCY,Standard checks on Blast Furnace Conveyor Belt 4.,COMPLETED,2026-07-06T13:06:13.789862,2026-07-06T17:06:13.789862
MNT-1523,EQ-CR-5,W-128,EMERGENCY,Standard checks on Control Room Hub Extractor Fan 5.,COMPLETED,2026-07-03T10:26:13.789862,2026-07-03T14:26:13.789862
MNT-1524,EQ-CR-4,W-210,PREVENTIVE,Standard checks on Control Room Hub Valve Block 4.,COMPLETED,2026-07-06T11:36:13.789862,2026-07-06T13:36:13.789862
MNT-1525,EQ-BF-3,W-8,CORRECTIVE,Standard checks on Blast Furnace Valve Block 3.,COMPLETED,2026-07-11T10:31:13.789862,2026-07-11T12:31:13.789862
MNT-1526,EQ-MW-3,W-187,PREVENTIVE,Standard checks on Maintenance Workshop Valve Block 3.,SCHEDULED,2026-07-02T14:36:13.789862,
MNT-1527,EQ-BF-5,W-10,EMERGENCY,Standard checks on Blast Furnace Turbine Generator 5.,OVERDUE,2026-07-02T11:16:13.789862,
MNT-1528,EQ-CS-3,W-156,EMERGENCY,Standard checks on Compressor Station Valve Block 3.,OVERDUE,2026-07-11T14:11:13.789862,
MNT-1529,EQ-CS-4,W-130,CORRECTIVE,Standard checks on Compressor Station Turbine Generator 4.,OVERDUE,2026-07-09T22:16:13.789862,
MNT-1530,EQ-WH-3,W-54,EMERGENCY,Standard checks on Warehouse Logistics Compressor 3.,SCHEDULED,2026-07-11T16:41:13.789862,
MNT-1531,EQ-WH-5,W-225,EMERGENCY,Standard checks on Warehouse Logistics Valve Block 5.,SCHEDULED,2026-07-07T03:06:13.789862,
MNT-1532,EQ-BH-5,W-48,EMERGENCY,Standard checks on Boiler House Extractor Fan 5.,SCHEDULED,2026-07-05T04:51:13.789862,
MNT-1533,EQ-MW-3,W-237,PREVENTIVE,Standard checks on Maintenance Workshop Valve Block 3.,COMPLETED,2026-07-02T16:51:13.789862,2026-07-02T18:51:13.789862
MNT-1534,EQ-GS-6,W-78,EMERGENCY,Standard checks on Gas Storage Facility Conveyor Belt 6.,OVERDUE,2026-07-05T04:41:13.789862,
MNT-1535,EQ-COB-6,W-209,CORRECTIVE,Standard checks on Coke Oven Battery Valve Block 6.,SCHEDULED,2026-07-09T23:31:13.789862,
MNT-1536,EQ-BF-1,W-118,PREVENTIVE,Standard checks on Blast Furnace Valve Block 1.,OVERDUE,2026-07-02T18:46:13.789862,
MNT-1537,EQ-GS-2,W-224,PREVENTIVE,Standard checks on Gas Storage Facility Conveyor Belt 2.,COMPLETED,2026-07-09T22:46:13.789862,2026-07-09T23:46:13.789862
MNT-1538,EQ-WH-1,W-148,EMERGENCY,Standard checks on Warehouse Logistics Storage Tank 1.,SCHEDULED,2026-07-04T05:11:13.789862,
MNT-1539,EQ-UA-1,W-90,CORRECTIVE,Standard checks on Utilities Area Conveyor Belt 1.,COMPLETED,2026-07-11T06:41:13.789862,2026-07-11T07:41:13.789862
MNT-1540,EQ-GS-1,W-123,EMERGENCY,Standard checks on Gas Storage Facility Compressor 1.,SCHEDULED,2026-07-05T18:41:13.789862,
MNT-1541,EQ-CS-4,W-50,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 4.,SCHEDULED,2026-07-02T15:26:13.789862,
MNT-1542,EQ-CR-5,W-2,CORRECTIVE,Standard checks on Control Room Hub Extractor Fan 5.,OVERDUE,2026-07-10T00:51:13.789862,
MNT-1543,EQ-COB-6,W-54,CORRECTIVE,Standard checks on Coke Oven Battery Valve Block 6.,SCHEDULED,2026-07-11T14:31:13.789862,
MNT-1544,EQ-COB-6,W-156,PREVENTIVE,Standard checks on Coke Oven Battery Valve Block 6.,COMPLETED,2026-07-03T11:21:13.789862,2026-07-03T15:21:13.789862
MNT-1545,EQ-RMH-7,W-39,PREVENTIVE,Standard checks on Raw Material Handling Turbine Generator 7.,COMPLETED,2026-07-03T23:51:13.789862,2026-07-04T01:51:13.789862
MNT-1546,EQ-BF-1,W-222,CORRECTIVE,Standard checks on Blast Furnace Valve Block 1.,SCHEDULED,2026-07-11T14:31:13.789862,
MNT-1547,EQ-MW-4,W-120,PREVENTIVE,Standard checks on Maintenance Workshop Preheater 4.,COMPLETED,2026-07-11T05:26:13.789862,2026-07-11T06:26:13.789862
MNT-1548,EQ-RMH-5,W-198,PREVENTIVE,Standard checks on Raw Material Handling Steam Boiler 5.,COMPLETED,2026-07-11T09:56:13.789862,2026-07-11T10:56:13.789862
MNT-1549,EQ-MW-2,W-104,PREVENTIVE,Standard checks on Maintenance Workshop Conveyor Belt 2.,COMPLETED,2026-07-03T07:46:13.789862,2026-07-03T09:46:13.789862
MNT-1550,EQ-BF-1,W-159,PREVENTIVE,Standard checks on Blast Furnace Valve Block 1.,OVERDUE,2026-07-02T06:56:13.789862,
MNT-1551,EQ-WH-6,W-88,EMERGENCY,Standard checks on Warehouse Logistics Steam Boiler 6.,SCHEDULED,2026-07-11T05:56:13.789862,
MNT-1552,EQ-UA-2,W-113,PREVENTIVE,Standard checks on Utilities Area Turbine Generator 2.,COMPLETED,2026-07-05T08:56:13.789862,2026-07-05T10:56:13.789862
MNT-1553,EQ-BH-1,W-147,CORRECTIVE,Standard checks on Boiler House Storage Tank 1.,OVERDUE,2026-07-04T13:46:13.789862,
MNT-1554,EQ-BH-4,W-54,CORRECTIVE,Standard checks on Boiler House Steam Boiler 4.,COMPLETED,2026-07-09T11:06:13.789862,2026-07-09T13:06:13.789862
MNT-1555,EQ-WH-1,W-225,EMERGENCY,Standard checks on Warehouse Logistics Storage Tank 1.,OVERDUE,2026-07-11T07:06:13.789862,
MNT-1556,EQ-COB-7,W-39,PREVENTIVE,Standard checks on Coke Oven Battery Storage Tank 7.,COMPLETED,2026-07-05T20:21:13.789862,2026-07-05T21:21:13.789862
MNT-1557,EQ-BH-1,W-6,CORRECTIVE,Standard checks on Boiler House Storage Tank 1.,SCHEDULED,2026-07-09T18:41:13.789862,
MNT-1558,EQ-RMH-7,W-135,PREVENTIVE,Standard checks on Raw Material Handling Turbine Generator 7.,OVERDUE,2026-07-03T20:01:13.789862,
MNT-1559,EQ-RMH-3,W-171,EMERGENCY,Standard checks on Raw Material Handling Storage Tank 3.,COMPLETED,2026-07-06T11:31:13.789862,2026-07-06T13:31:13.789862
MNT-1560,EQ-BH-1,W-97,EMERGENCY,Standard checks on Boiler House Storage Tank 1.,COMPLETED,2026-07-03T16:01:13.789862,2026-07-03T18:01:13.789862
MNT-1561,EQ-CR-1,W-94,CORRECTIVE,Standard checks on Control Room Hub Preheater 1.,SCHEDULED,2026-07-06T19:31:13.789862,
MNT-1562,EQ-UA-7,W-203,EMERGENCY,Standard checks on Utilities Area Steam Boiler 7.,SCHEDULED,2026-07-02T18:36:13.789862,
MNT-1563,EQ-WH-1,W-1,EMERGENCY,Standard checks on Warehouse Logistics Storage Tank 1.,SCHEDULED,2026-07-04T21:21:13.789862,
MNT-1564,EQ-RMH-3,W-153,PREVENTIVE,Standard checks on Raw Material Handling Storage Tank 3.,COMPLETED,2026-07-06T17:56:13.789862,2026-07-06T21:56:13.789862
MNT-1565,EQ-UA-3,W-25,PREVENTIVE,Standard checks on Utilities Area Compressor 3.,OVERDUE,2026-07-05T02:11:13.789862,
MNT-1566,EQ-BF-3,W-71,CORRECTIVE,Standard checks on Blast Furnace Valve Block 3.,OVERDUE,2026-07-04T13:11:13.789862,
MNT-1567,EQ-RMH-2,W-84,CORRECTIVE,Standard checks on Raw Material Handling Valve Block 2.,OVERDUE,2026-07-09T12:16:13.789862,
MNT-1568,EQ-BH-2,W-196,CORRECTIVE,Standard checks on Boiler House Preheater 2.,COMPLETED,2026-07-03T16:31:13.789862,2026-07-03T17:31:13.789862
MNT-1569,EQ-COB-5,W-228,CORRECTIVE,Standard checks on Coke Oven Battery Steam Boiler 5.,COMPLETED,2026-07-04T01:21:13.789862,2026-07-04T03:21:13.789862
MNT-1570,EQ-COB-4,W-109,EMERGENCY,Standard checks on Coke Oven Battery Extractor Fan 4.,OVERDUE,2026-07-03T14:06:13.789862,
MNT-1571,EQ-BF-4,W-123,CORRECTIVE,Standard checks on Blast Furnace Conveyor Belt 4.,SCHEDULED,2026-07-05T02:51:13.789862,
MNT-1572,EQ-GS-6,W-16,EMERGENCY,Standard checks on Gas Storage Facility Conveyor Belt 6.,SCHEDULED,2026-07-04T04:51:13.789862,
MNT-1573,EQ-COB-4,W-114,CORRECTIVE,Standard checks on Coke Oven Battery Extractor Fan 4.,OVERDUE,2026-07-03T01:11:13.789862,
MNT-1574,EQ-CR-2,W-152,PREVENTIVE,Standard checks on Control Room Hub Turbine Generator 2.,OVERDUE,2026-07-02T03:41:13.789862,
MNT-1575,EQ-BF-2,W-33,EMERGENCY,Standard checks on Blast Furnace Steam Boiler 2.,SCHEDULED,2026-07-05T20:06:13.789862,
MNT-1576,EQ-CR-4,W-28,CORRECTIVE,Standard checks on Control Room Hub Valve Block 4.,OVERDUE,2026-07-06T16:56:13.789862,
MNT-1577,EQ-CR-2,W-41,EMERGENCY,Standard checks on Control Room Hub Turbine Generator 2.,SCHEDULED,2026-07-11T13:41:13.789862,
MNT-1578,EQ-COB-1,W-57,PREVENTIVE,Standard checks on Coke Oven Battery Compressor 1.,COMPLETED,2026-07-05T21:31:13.789862,2026-07-05T23:31:13.789862
MNT-1579,EQ-BF-1,W-5,CORRECTIVE,Standard checks on Blast Furnace Valve Block 1.,OVERDUE,2026-07-10T14:21:13.789862,
MNT-1580,EQ-CS-3,W-145,CORRECTIVE,Standard checks on Compressor Station Valve Block 3.,OVERDUE,2026-07-10T22:26:13.789862,
MNT-1581,EQ-MW-5,W-229,PREVENTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,SCHEDULED,2026-07-06T05:16:13.789862,
MNT-1582,EQ-MW-1,W-114,CORRECTIVE,Standard checks on Maintenance Workshop Valve Block 1.,SCHEDULED,2026-07-10T05:31:13.789862,
MNT-1583,EQ-MW-1,W-73,CORRECTIVE,Standard checks on Maintenance Workshop Valve Block 1.,COMPLETED,2026-07-07T21:11:13.789862,2026-07-07T23:11:13.789862
MNT-1584,EQ-CS-2,W-216,CORRECTIVE,Standard checks on Compressor Station Compressor 2.,COMPLETED,2026-07-03T08:21:13.789862,2026-07-03T11:21:13.789862
MNT-1585,EQ-MW-5,W-1,PREVENTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,COMPLETED,2026-07-03T09:46:13.789862,2026-07-03T10:46:13.789862
MNT-1586,EQ-UA-5,W-201,PREVENTIVE,Standard checks on Utilities Area Extractor Fan 5.,COMPLETED,2026-07-09T03:36:13.789862,2026-07-09T04:36:13.789862
MNT-1587,EQ-COB-2,W-207,PREVENTIVE,Standard checks on Coke Oven Battery Steam Boiler 2.,SCHEDULED,2026-07-07T16:51:13.789862,
MNT-1588,EQ-COB-7,W-116,PREVENTIVE,Standard checks on Coke Oven Battery Storage Tank 7.,OVERDUE,2026-07-07T12:06:13.789862,
MNT-1589,EQ-CS-3,W-42,PREVENTIVE,Standard checks on Compressor Station Valve Block 3.,SCHEDULED,2026-07-07T20:41:13.789862,
MNT-1590,EQ-RMH-1,W-4,CORRECTIVE,Standard checks on Raw Material Handling Storage Tank 1.,COMPLETED,2026-07-09T04:31:13.789862,2026-07-09T07:31:13.789862
MNT-1591,EQ-COB-7,W-38,CORRECTIVE,Standard checks on Coke Oven Battery Storage Tank 7.,COMPLETED,2026-07-10T06:21:13.789862,2026-07-10T07:21:13.789862
MNT-1592,EQ-WH-5,W-16,EMERGENCY,Standard checks on Warehouse Logistics Valve Block 5.,COMPLETED,2026-07-08T10:16:13.789862,2026-07-08T12:16:13.789862
MNT-1593,EQ-COB-3,W-105,PREVENTIVE,Standard checks on Coke Oven Battery Compressor 3.,COMPLETED,2026-07-08T06:41:13.789862,2026-07-08T08:41:13.789862
MNT-1594,EQ-CS-1,W-183,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 1.,OVERDUE,2026-07-05T02:16:13.789862,
MNT-1595,EQ-COB-4,W-209,EMERGENCY,Standard checks on Coke Oven Battery Extractor Fan 4.,OVERDUE,2026-07-05T22:16:13.789862,
MNT-1596,EQ-GS-6,W-126,PREVENTIVE,Standard checks on Gas Storage Facility Conveyor Belt 6.,COMPLETED,2026-07-06T02:31:13.789862,2026-07-06T06:31:13.789862
MNT-1597,EQ-BF-1,W-181,EMERGENCY,Standard checks on Blast Furnace Valve Block 1.,COMPLETED,2026-07-04T15:11:13.789862,2026-07-04T16:11:13.789862
MNT-1598,EQ-MW-5,W-47,EMERGENCY,Standard checks on Maintenance Workshop Storage Tank 5.,SCHEDULED,2026-07-06T19:11:13.789862,
MNT-1599,EQ-WH-3,W-91,EMERGENCY,Standard checks on Warehouse Logistics Compressor 3.,OVERDUE,2026-07-08T04:36:13.789862,
MNT-1600,EQ-MW-5,W-153,PREVENTIVE,Standard checks on Maintenance Workshop Storage Tank 5.,OVERDUE,2026-07-05T10:41:13.789862,
MNT-1601,EQ-GS-2,W-31,PREVENTIVE,Standard checks on Gas Storage Facility Conveyor Belt 2.,COMPLETED,2026-07-09T19:36:13.789862,2026-07-09T22:36:13.789862
MNT-1602,EQ-WH-2,W-206,CORRECTIVE,Standard checks on Warehouse Logistics Compressor 2.,SCHEDULED,2026-07-04T16:26:13.789862,
MNT-1603,EQ-BF-4,W-211,CORRECTIVE,Standard checks on Blast Furnace Conveyor Belt 4.,OVERDUE,2026-07-08T02:06:13.789862,
MNT-1604,EQ-CR-3,W-101,CORRECTIVE,Standard checks on Control Room Hub Compressor 3.,COMPLETED,2026-07-08T01:11:13.789862,2026-07-08T02:11:13.789862
MNT-1605,EQ-RMH-4,W-17,EMERGENCY,Standard checks on Raw Material Handling Compressor 4.,COMPLETED,2026-07-09T07:06:13.789862,2026-07-09T09:06:13.789862
MNT-1606,EQ-CR-1,W-122,CORRECTIVE,Standard checks on Control Room Hub Preheater 1.,COMPLETED,2026-07-02T02:31:13.789862,2026-07-02T03:31:13.789862
MNT-1607,EQ-MW-3,W-107,CORRECTIVE,Standard checks on Maintenance Workshop Valve Block 3.,COMPLETED,2026-07-07T21:21:13.789862,2026-07-08T00:21:13.789862
MNT-1608,EQ-RMH-7,W-151,PREVENTIVE,Standard checks on Raw Material Handling Turbine Generator 7.,COMPLETED,2026-07-02T04:36:13.789862,2026-07-02T05:36:13.789862
MNT-1609,EQ-MW-6,W-151,CORRECTIVE,Standard checks on Maintenance Workshop Valve Block 6.,SCHEDULED,2026-07-08T17:51:13.789862,
MNT-1610,EQ-BF-1,W-234,EMERGENCY,Standard checks on Blast Furnace Valve Block 1.,COMPLETED,2026-07-05T10:11:13.789862,2026-07-05T11:11:13.789862
MNT-1611,EQ-WH-1,W-68,EMERGENCY,Standard checks on Warehouse Logistics Storage Tank 1.,COMPLETED,2026-07-10T03:56:13.789862,2026-07-10T04:56:13.789862
MNT-1612,EQ-RMH-3,W-194,EMERGENCY,Standard checks on Raw Material Handling Storage Tank 3.,SCHEDULED,2026-07-11T18:56:13.789862,
MNT-1613,EQ-WH-4,W-70,PREVENTIVE,Standard checks on Warehouse Logistics Turbine Generator 4.,COMPLETED,2026-07-10T00:01:13.789862,2026-07-10T03:01:13.789862
MNT-1614,EQ-WH-2,W-182,PREVENTIVE,Standard checks on Warehouse Logistics Compressor 2.,OVERDUE,2026-07-02T18:31:13.789862,
MNT-1615,EQ-COB-3,W-66,EMERGENCY,Standard checks on Coke Oven Battery Compressor 3.,SCHEDULED,2026-07-10T12:26:13.789862,
MNT-1616,EQ-COB-3,W-207,EMERGENCY,Standard checks on Coke Oven Battery Compressor 3.,OVERDUE,2026-07-10T05:21:13.789862,
MNT-1617,EQ-UA-7,W-154,EMERGENCY,Standard checks on Utilities Area Steam Boiler 7.,OVERDUE,2026-07-08T21:41:13.789862,
MNT-1618,EQ-CS-5,W-127,PREVENTIVE,Standard checks on Compressor Station Extractor Fan 5.,COMPLETED,2026-07-10T22:06:13.789862,2026-07-10T23:06:13.789862
MNT-1619,EQ-CS-1,W-152,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 1.,SCHEDULED,2026-07-08T01:56:13.789862,
MNT-1620,EQ-UA-6,W-107,EMERGENCY,Standard checks on Utilities Area Extractor Fan 6.,SCHEDULED,2026-07-07T06:31:13.789862,
MNT-1621,EQ-UA-1,W-75,CORRECTIVE,Standard checks on Utilities Area Conveyor Belt 1.,OVERDUE,2026-07-03T06:56:13.789862,
MNT-1622,EQ-COB-7,W-39,CORRECTIVE,Standard checks on Coke Oven Battery Storage Tank 7.,OVERDUE,2026-07-04T21:51:13.789862,
MNT-1623,EQ-COB-4,W-125,CORRECTIVE,Standard checks on Coke Oven Battery Extractor Fan 4.,SCHEDULED,2026-07-08T15:51:13.789862,
MNT-1624,EQ-GS-4,W-60,CORRECTIVE,Standard checks on Gas Storage Facility Compressor 4.,OVERDUE,2026-07-04T07:31:13.789862,
MNT-1625,EQ-BF-5,W-54,EMERGENCY,Standard checks on Blast Furnace Turbine Generator 5.,SCHEDULED,2026-07-11T15:11:13.789862,
MNT-1626,EQ-RMH-4,W-153,EMERGENCY,Standard checks on Raw Material Handling Compressor 4.,SCHEDULED,2026-07-05T22:46:13.789862,
MNT-1627,EQ-CR-5,W-30,PREVENTIVE,Standard checks on Control Room Hub Extractor Fan 5.,OVERDUE,2026-07-10T12:26:13.789862,
MNT-1628,EQ-COB-5,W-183,EMERGENCY,Standard checks on Coke Oven Battery Steam Boiler 5.,COMPLETED,2026-07-05T14:11:13.789862,2026-07-05T18:11:13.789862
MNT-1629,EQ-BF-2,W-7,PREVENTIVE,Standard checks on Blast Furnace Steam Boiler 2.,OVERDUE,2026-07-04T21:11:13.789862,
MNT-1630,EQ-CS-4,W-118,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 4.,COMPLETED,2026-07-09T12:36:13.789862,2026-07-09T13:36:13.789862
MNT-1631,EQ-MW-4,W-15,EMERGENCY,Standard checks on Maintenance Workshop Preheater 4.,SCHEDULED,2026-07-04T02:06:13.789862,
MNT-1632,EQ-WH-2,W-8,EMERGENCY,Standard checks on Warehouse Logistics Compressor 2.,SCHEDULED,2026-07-10T19:21:13.789862,
MNT-1633,EQ-GS-5,W-25,CORRECTIVE,Standard checks on Gas Storage Facility Valve Block 5.,COMPLETED,2026-07-09T14:21:13.789862,2026-07-09T16:21:13.789862
MNT-1634,EQ-WH-3,W-180,EMERGENCY,Standard checks on Warehouse Logistics Compressor 3.,SCHEDULED,2026-07-10T14:01:13.789862,
MNT-1635,EQ-RMH-5,W-130,PREVENTIVE,Standard checks on Raw Material Handling Steam Boiler 5.,OVERDUE,2026-07-10T03:36:13.789862,
MNT-1636,EQ-CR-4,W-29,PREVENTIVE,Standard checks on Control Room Hub Valve Block 4.,OVERDUE,2026-07-03T00:36:13.789862,
MNT-1637,EQ-WH-6,W-215,EMERGENCY,Standard checks on Warehouse Logistics Steam Boiler 6.,SCHEDULED,2026-07-09T11:31:13.789862,
MNT-1638,EQ-RMH-4,W-247,EMERGENCY,Standard checks on Raw Material Handling Compressor 4.,SCHEDULED,2026-07-05T22:56:13.789862,
MNT-1639,EQ-COB-2,W-209,CORRECTIVE,Standard checks on Coke Oven Battery Steam Boiler 2.,SCHEDULED,2026-07-02T20:11:13.789862,
MNT-1640,EQ-CR-4,W-67,PREVENTIVE,Standard checks on Control Room Hub Valve Block 4.,SCHEDULED,2026-07-06T03:51:13.789862,
MNT-1641,EQ-BF-4,W-195,CORRECTIVE,Standard checks on Blast Furnace Conveyor Belt 4.,OVERDUE,2026-07-03T13:06:13.789862,
MNT-1642,EQ-CS-5,W-132,CORRECTIVE,Standard checks on Compressor Station Extractor Fan 5.,SCHEDULED,2026-07-05T03:36:13.789862,
MNT-1643,EQ-CS-4,W-96,PREVENTIVE,Standard checks on Compressor Station Turbine Generator 4.,COMPLETED,2026-07-08T01:26:13.789862,2026-07-08T03:26:13.789862
MNT-1644,EQ-UA-5,W-7,PREVENTIVE,Standard checks on Utilities Area Extractor Fan 5.,SCHEDULED,2026-07-05T12:36:13.789862,
MNT-1645,EQ-MW-4,W-122,EMERGENCY,Standard checks on Maintenance Workshop Preheater 4.,OVERDUE,2026-07-06T09:21:13.789862,
MNT-1646,EQ-COB-6,W-213,EMERGENCY,Standard checks on Coke Oven Battery Valve Block 6.,COMPLETED,2026-07-04T09:26:13.789862,2026-07-04T13:26:13.789862
MNT-1647,EQ-COB-6,W-77,PREVENTIVE,Standard checks on Coke Oven Battery Valve Block 6.,OVERDUE,2026-07-10T07:21:13.789862,
MNT-1648,EQ-UA-2,W-166,EMERGENCY,Standard checks on Utilities Area Turbine Generator 2.,COMPLETED,2026-07-11T08:06:13.789862,2026-07-11T10:06:13.789862
MNT-1649,EQ-CR-4,W-128,CORRECTIVE,Standard checks on Control Room Hub Valve Block 4.,SCHEDULED,2026-07-11T10:16:13.789862,
MNT-1650,EQ-UA-4,W-43,CORRECTIVE,Standard checks on Utilities Area Steam Boiler 4.,SCHEDULED,2026-07-10T08:51:13.789862,
MNT-1651,EQ-RMH-2,W-232,EMERGENCY,Standard checks on Raw Material Handling Valve Block 2.,COMPLETED,2026-07-09T00:21:13.789862,2026-07-09T04:21:13.789862
MNT-1652,EQ-UA-2,W-101,CORRECTIVE,Standard checks on Utilities Area Turbine Generator 2.,SCHEDULED,2026-07-10T01:31:13.789862,
MNT-1653,EQ-WH-2,W-163,PREVENTIVE,Standard checks on Warehouse Logistics Compressor 2.,OVERDUE,2026-07-02T13:06:13.789862,
MNT-1654,EQ-RMH-4,W-91,PREVENTIVE,Standard checks on Raw Material Handling Compressor 4.,SCHEDULED,2026-07-05T02:21:13.789862,
MNT-1655,EQ-GS-5,W-232,CORRECTIVE,Standard checks on Gas Storage Facility Valve Block 5.,SCHEDULED,2026-07-03T02:16:13.789862,
MNT-1656,EQ-BF-1,W-91,EMERGENCY,Standard checks on Blast Furnace Valve Block 1.,COMPLETED,2026-07-07T21:51:13.789862,2026-07-08T01:51:13.789862
MNT-1657,EQ-WH-1,W-64,CORRECTIVE,Standard checks on Warehouse Logistics Storage Tank 1.,OVERDUE,2026-07-04T08:31:13.789862,
MNT-1658,EQ-WH-3,W-229,EMERGENCY,Standard checks on Warehouse Logistics Compressor 3.,SCHEDULED,2026-07-11T15:56:13.789862,
MNT-1659,EQ-GS-3,W-86,PREVENTIVE,Standard checks on Gas Storage Facility Extractor Fan 3.,OVERDUE,2026-07-07T04:51:13.789862,
MNT-1660,EQ-UA-3,W-239,EMERGENCY,Standard checks on Utilities Area Compressor 3.,SCHEDULED,2026-07-08T09:11:13.789862,
MNT-1661,EQ-WH-2,W-165,EMERGENCY,Standard checks on Warehouse Logistics Compressor 2.,COMPLETED,2026-07-07T11:56:13.789862,2026-07-07T14:56:13.789862
MNT-1662,EQ-COB-3,W-227,EMERGENCY,Standard checks on Coke Oven Battery Compressor 3.,OVERDUE,2026-07-10T10:31:13.789862,
MNT-1663,EQ-RMH-7,W-73,CORRECTIVE,Standard checks on Raw Material Handling Turbine Generator 7.,OVERDUE,2026-07-10T12:11:13.789862,
MNT-1664,EQ-RMH-1,W-64,CORRECTIVE,Standard checks on Raw Material Handling Storage Tank 1.,SCHEDULED,2026-07-05T14:26:13.789862,
MNT-1665,EQ-COB-2,W-69,CORRECTIVE,Standard checks on Coke Oven Battery Steam Boiler 2.,SCHEDULED,2026-07-08T06:41:13.789862,
MNT-1666,EQ-BF-3,W-17,EMERGENCY,Standard checks on Blast Furnace Valve Block 3.,COMPLETED,2026-07-08T03:36:13.789862,2026-07-08T05:36:13.789862
MNT-1667,EQ-BH-4,W-27,CORRECTIVE,Standard checks on Boiler House Steam Boiler 4.,COMPLETED,2026-07-07T07:46:13.789862,2026-07-07T09:46:13.789862
MNT-1668,EQ-RMH-4,W-195,CORRECTIVE,Standard checks on Raw Material Handling Compressor 4.,SCHEDULED,2026-07-05T07:01:13.789862,
MNT-1669,EQ-GS-6,W-139,EMERGENCY,Standard checks on Gas Storage Facility Conveyor Belt 6.,COMPLETED,2026-07-09T14:41:13.789862,2026-07-09T15:41:13.789862
MNT-1670,EQ-RMH-3,W-246,EMERGENCY,Standard checks on Raw Material Handling Storage Tank 3.,OVERDUE,2026-07-04T23:51:13.789862,
MNT-1671,EQ-MW-3,W-137,PREVENTIVE,Standard checks on Maintenance Workshop Valve Block 3.,SCHEDULED,2026-07-11T17:51:13.789862,
MNT-1672,EQ-RMH-6,W-11,CORRECTIVE,Standard checks on Raw Material Handling Preheater 6.,COMPLETED,2026-07-08T00:51:13.789862,2026-07-08T03:51:13.789862
MNT-1673,EQ-CS-2,W-39,EMERGENCY,Standard checks on Compressor Station Compressor 2.,OVERDUE,2026-07-09T08:01:13.789862,
MNT-1674,EQ-RMH-3,W-18,PREVENTIVE,Standard checks on Raw Material Handling Storage Tank 3.,COMPLETED,2026-07-07T21:06:13.789862,2026-07-07T22:06:13.789862
MNT-1675,EQ-BH-2,W-19,CORRECTIVE,Standard checks on Boiler House Preheater 2.,COMPLETED,2026-07-04T21:16:13.789862,2026-07-04T23:16:13.789862
MNT-1676,EQ-WH-2,W-194,PREVENTIVE,Standard checks on Warehouse Logistics Compressor 2.,SCHEDULED,2026-07-10T08:46:13.789862,
MNT-1677,EQ-UA-6,W-224,CORRECTIVE,Standard checks on Utilities Area Extractor Fan 6.,SCHEDULED,2026-07-04T17:51:13.789862,
